CPU %,Mem %
30.1,0.14108389761920923
38.3,0.14108389761920923
45.9,0.14108389761920923
46.4,0.14108389761920923
45.0,0.14108389761920923
37.6,0.14108389761920923
49.1,0.14108389761920923
29.4,0.14108389761920923
30.7,0.14108389761920923
62.3,0.13546513521402584
46.2,0.13546513521402584
57.6,0.13546513521402584
24.6,0.13546513521402584
69.1,0.13546513521402584
51.3,0.13546513521402584
46.2,0.13546513521402584
32.8,0.13786969767344884
38.4,0.14108389761920923
56.3,0.14108389761920923
52.5,0.14108389761920923
49.6,0.14108389761920923
55.8,0.14108389761920923
31.5,0.13546513521402584
57.6,0.13546513521402584
49.6,0.13546513521402584
57.5,0.13546513521402584
39.4,0.13546513521402584
46.6,0.13546513521402584
38.8,0.13546513521402584
40.9,0.13546513521402584
38.4,0.13546513521402584
32.6,0.13546513521402584
44.9,0.13546513521402584
31.0,0.13786969767344884
53.8,0.13786969767344884
40.8,0.13786969767344884
55.8,0.13786969767344884
60.6,0.13786969767344884
47.0,0.13786969767344884
59.9,0.13786969767344884
47.1,0.13786969767344884
40.1,0.13786969767344884
55.1,0.13786969767344884
53.3,0.13786969767344884
62.4,0.13786969767344884
67.3,0.13786969767344884
49.4,0.13786969767344884
39.7,0.13786969767344884
38.3,0.13786969767344884
40.7,0.13786969767344884
43.9,0.13786969767344884
46.8,0.13786969767344884
48.9,0.13786969767344884
45.8,0.13786969767344884
57.6,0.13786969767344884
44.2,0.13786969767344884
53.8,0.13786969767344884
38.0,0.13786969767344884
68.6,0.13786969767344884
57.2,0.13786969767344884
46.0,0.13786969767344884
56.4,0.13786969767344884
71.0,0.13786969767344884
39.3,0.13786969767344884
59.0,0.13786969767344884
39.1,0.13786969767344884
48.2,0.13786969767344884
55.6,0.13786969767344884
56.8,0.13786969767344884
62.3,0.13786969767344884
46.0,0.13786969767344884
67.7,0.13786969767344884
61.7,0.13786969767344884
61.6,0.13786969767344884
59.5,0.13786969767344884
61.4,0.13786969767344884
79.1,0.13786969767344884
72.9,0.13786969767344884
49.4,0.13786969767344884
62.4,0.13786969767344884
74.5,0.13786969767344884
70.5,0.13786969767344884
49.3,0.13786969767344884
65.2,0.13786969767344884
54.3,0.13786969767344884
58.6,0.13786969767344884
40.5,0.13786969767344884
44.6,0.13786969767344884
54.2,0.13786969767344884
72.8,0.13786969767344884
61.7,0.13786969767344884
39.6,0.13786969767344884
59.6,0.13239703526580002
55.8,0.13239703526580002
53.1,0.13332842275008286
41.0,0.13332842275008286
74.5,0.13332842275008286
49.4,0.13332842275008286
67.3,0.13332842275008286
46.3,0.13493552272296305
64.9,0.13310927275378104
79.9,0.13310927275378104
89.1,0.13310927275378104
64.3,0.13310927275378104
73.7,0.13310927275378104
69.3,0.13310927275378104
55.0,0.13310927275378104
49.4,0.13310927275378104
46.6,0.13310927275378104
59.5,0.1347163727266612
36.3,0.1327988102590201
71.6,0.13440591023190027
58.9,0.13281098525881463
51.1,0.13281098525881463
68.1,0.13281098525881463
56.3,0.13281098525881463
29.8,0.13281098525881463
45.5,0.13281098525881463
37.4,0.13281098525881463
57.3,0.1336145352452547
50.9,0.1336145352452547
78.9,0.1336145352452547
62.1,0.1336145352452547
56.6,0.1344180852316948
48.7,0.13286577275789008
39.3,0.13286577275789008
53.4,0.13286577275789008
58.4,0.1356781977104304
40.3,0.13291447275706827
60.0,0.13291447275706827
65.3,0.13291447275706827
23.4,0.13291447275706827
41.2,0.13291447275706827
31.6,0.13291447275706827
39.4,0.13291447275706827
45.1,0.13291447275706827
53.5,0.13291447275706827
23.4,0.13291447275706827
47.5,0.13291447275706827
59.9,0.13291447275706827
32.0,0.13291447275706827
62.9,0.13291447275706827
71.5,0.13291447275706827
53.9,0.1333162477502883
48.9,0.1349233477231685
60.4,0.1349233477231685
39.9,0.1349233477231685
75.8,0.1349233477231685
48.9,0.1349233477231685
68.6,0.1349233477231685
72.5,0.13312753525347285
65.8,0.13312753525347285
41.5,0.13312753525347285
79.9,0.13312753525347285
76.8,0.13312753525347285
63.4,0.13312753525347285
67.6,0.13312753525347285
65.7,0.13312753525347285
71.8,0.13513641021957307
63.2,0.13513641021957307
54.3,0.13513641021957307
62.0,0.13674351019245326
54.0,0.13674351019245326
51.2,0.13835061016533345
49.6,0.13487464772399033
49.6,0.13487464772399033
24.1,0.13487464772399033
67.3,0.12849494783164778
64.7,0.1333162477502883
61.0,0.13452157272994847
72.3,0.1327927227591228
64.9,0.1327927227591228
61.1,0.1327927227591228
46.7,0.1327927227591228
63.6,0.1327927227591228
73.0,0.1327927227591228
49.0,0.1327927227591228
49.6,0.1327927227591228
69.5,0.1327927227591228
82.8,0.1327927227591228
58.2,0.1327927227591228
49.1,0.1327927227591228
39.0,0.1327927227591228
30.9,0.1327927227591228
60.8,0.1327927227591228
67.2,0.1327927227591228
66.3,0.1327927227591228
58.8,0.1327927227591228
32.6,0.1327927227591228
45.9,0.1327927227591228
33.1,0.1327927227591228
83.0,0.1327927227591228
67.1,0.1327927227591228
64.4,0.1327927227591228
84.5,0.134399822732003
66.6,0.134399822732003
65.5,0.13293273525676008
31.7,0.13293273525676008
58.0,0.13293273525676008
63.7,0.13293273525676008
55.7,0.13293273525676008
47.1,0.13293273525676008
62.5,0.13293273525676008
69.0,0.13293273525676008
65.7,0.13293273525676008
38.6,0.13253096026354005
40.2,0.13253096026354005
48.1,0.13253096026354005
32.7,0.13253096026354005
53.0,0.1319891727726827
64.7,0.1319891727726827
78.2,0.1319891727726827
73.8,0.1319891727726827
63.7,0.1319891727726827
48.6,0.1319891727726827
49.5,0.1319891727726827
31.4,0.1319891727726827
60.6,0.1319891727726827
63.6,0.1319891727726827
73.6,0.1319891727726827
24.9,0.1319891727726827
59.7,0.1319891727726827
48.6,0.1319891727726827
58.0,0.1319891727726827
52.5,0.1319891727726827
82.3,0.1319891727726827
70.5,0.1319891727726827
40.2,0.1319891727726827
56.3,0.1319891727726827
55.5,0.1319891727726827
47.2,0.1319891727726827
81.8,0.1319891727726827
53.9,0.1319891727726827
82.6,0.13319449775234285
66.2,0.13600692270488318
74.2,0.13600692270488318
58.8,0.13600692270488318
54.7,0.13600692270488318
85.3,0.13600692270488318
79.6,0.13600692270488318
40.7,0.13600692270488318
70.5,0.13600692270488318
31.5,0.13600692270488318
75.2,0.13600692270488318
46.8,0.13761402267776338
69.7,0.13761402267776338
24.8,0.13761402267776338
67.6,0.13761402267776338
60.4,0.13761402267776338
65.2,0.13761402267776338
66.4,0.13761402267776338
56.7,0.13761402267776338
69.7,0.13761402267776338
39.5,0.13761402267776338
51.7,0.13761402267776338
67.6,0.13761402267776338
58.0,0.13761402267776338
40.3,0.13761402267776338
40.2,0.13761402267776338
53.4,0.13761402267776338
64.8,0.13761402267776338
66.9,0.13761402267776338
68.8,0.13761402267776338
55.4,0.13761402267776338
68.9,0.13761402267776338
54.9,0.13761402267776338
48.3,0.13761402267776338
39.5,0.13761402267776338
24.1,0.13761402267776338
54.4,0.13761402267776338
56.7,0.13761402267776338
33.2,0.13761402267776338
41.3,0.13761402267776338
40.7,0.13761402267776338
65.6,0.13761402267776338
16.3,0.13761402267776338
51.8,0.13761402267776338
67.1,0.13761402267776338
65.9,0.13761402267776338
40.6,0.13761402267776338
56.5,0.13761402267776338
30.7,0.13761402267776338
54.5,0.13761402267776338
48.1,0.13761402267776338
58.1,0.13761402267776338
75.7,0.13761402267776338
44.8,0.13761402267776338
54.0,0.13761402267776338
36.8,0.13761402267776338
24.0,0.13761402267776338
33.0,0.13761402267776338
53.4,0.13761402267776338
47.9,0.13761402267776338
40.3,0.13761402267776338
47.4,0.13761402267776338
56.1,0.13761402267776338
47.6,0.13761402267776338
38.2,0.13761402267776338
49.4,0.13761402267776338
48.1,0.13761402267776338
48.9,0.13761402267776338
62.6,0.13761402267776338
39.7,0.13761402267776338
23.8,0.13761402267776338
82.1,0.13761402267776338
46.5,0.13761402267776338
48.4,0.13761402267776338
48.7,0.13761402267776338
32.9,0.13761402267776338
53.0,0.13761402267776338
32.1,0.13761402267776338
37.4,0.13761402267776338
39.6,0.13761402267776338
53.0,0.13761402267776338
31.7,0.13761402267776338
61.7,0.13761402267776338
56.2,0.13761402267776338
68.2,0.13761402267776338
37.9,0.13761402267776338
57.3,0.13761402267776338
51.5,0.13761402267776338
65.8,0.13761402267776338
58.1,0.13761402267776338
40.2,0.13761402267776338
69.5,0.13761402267776338
56.0,0.13761402267776338
63.5,0.13761402267776338
63.5,0.13761402267776338
57.9,0.13761402267776338
76.4,0.12985246030873973
41.2,0.13145347278172265
56.3,0.13145347278172265
47.5,0.13145347278172265
53.4,0.13145347278172265
45.3,0.13145347278172265
60.5,0.13145347278172265
80.5,0.13306057275460284
62.4,0.13306057275460284
73.6,0.13318841025244557
31.3,0.1343937352321057
69.3,0.1343937352321057
47.3,0.1321048352707309
47.6,0.13331016025039105
46.8,0.13237268526621093
65.9,0.13237268526621093
66.2,0.13237268526621093
40.2,0.13237268526621093
67.7,0.13237268526621093
38.9,0.13237268526621093
70.9,0.13237268526621093
47.5,0.13237268526621093
63.4,0.13237268526621093
72.3,0.13237268526621093
46.3,0.13357801024587107
44.3,0.13518511021875126
49.0,0.13518511021875126
33.0,0.13518511021875126
57.1,0.13306666025450012
45.3,0.13467376022738028
71.1,0.13271358526045826
15.6,0.13271358526045826
45.7,0.13432068523333845
30.8,0.13284751025819827
45.0,0.13284751025819827
16.0,0.13284751025819827
53.8,0.1340528352378584
79.2,0.13525816021751855
39.2,0.13525816021751855
52.2,0.13310927275378104
63.4,0.13310927275378104
24.5,0.13351104774700107
39.8,0.13351104774700107
46.0,0.1347163727266612
30.8,0.1347163727266612
38.5,0.13592169770632134
45.1,0.13101517278911898
40.3,0.13422937273487934
60.4,0.13422937273487934
48.8,0.13257357276282097
54.1,0.13337712274926106
41.2,0.13337712274926106
32.4,0.13418067273570114
38.0,0.13418067273570114
31.3,0.13418067273570114
49.5,0.13418067273570114
46.6,0.13418067273570114
46.9,0.13418067273570114
48.4,0.13418067273570114
40.6,0.13418067273570114
33.2,0.13498422272214125
40.3,0.13498422272214125
24.6,0.13498422272214125
29.7,0.13498422272214125
47.1,0.13779664767468155
53.3,0.13779664767468155
39.9,0.13344408524813106
33.0,0.13344408524813106
38.6,0.13344408524813106
55.1,0.13344408524813106
53.6,0.13344408524813106
46.3,0.1362565102006714
44.6,0.1363052101998496
32.3,0.1363052101998496
61.8,0.1391176351523899
49.8,0.1391176351523899
60.5,0.1360008352049859
15.5,0.1360008352049859
45.2,0.1360008352049859
49.3,0.1360008352049859
53.3,0.1360008352049859
39.1,0.1360008352049859
39.1,0.1360008352049859
48.1,0.1360008352049859
47.3,0.1360008352049859
38.0,0.1360008352049859
32.8,0.1360008352049859
54.2,0.13640261019820596
23.8,0.13640261019820596
38.3,0.13640261019820596
39.8,0.13640261019820596
45.2,0.13230572276734093
31.2,0.13230572276734093
46.6,0.13351104774700107
37.9,0.13351104774700107
23.6,0.13511814771988126
48.5,0.13672524769276143
47.2,0.13672524769276143
47.2,0.13337712274926106
16.6,0.13337712274926106
40.2,0.13337712274926106
39.3,0.13337712274926106
47.2,0.13337712274926106
48.1,0.13337712274926106
69.5,0.13337712274926106
31.4,0.13337712274926106
41.3,0.13337712274926106
57.2,0.13337712274926106
32.4,0.13216571026970364
59.9,0.13216571026970364
62.7,0.13275619775973915
66.2,0.1327440227599446
115.4,0.1327440227599446
65.9,0.1327440227599446
62.9,0.1327440227599446
33.2,0.1327440227599446
47.8,0.1327440227599446
39.2,0.1327440227599446
41.2,0.1327440227599446
30.6,0.1327440227599446
61.2,0.1327440227599446
46.4,0.1327440227599446
33.2,0.1327440227599446
24.9,0.1327440227599446
48.7,0.1327440227599446
39.1,0.1343511227328248
64.1,0.1343511227328248
41.1,0.1343511227328248
52.3,0.1343511227328248
48.7,0.1343511227328248
39.6,0.1343511227328248
